id,Name,Age,Gender,Qualification_type,Job_Type,Race,GPA,Interviewed
5466,Jarvis Burgise,56,M,1,Engineering,White,1,FALSE
5467,Brittan Thunder,29,F,3,Training,Black,3,FALSE
5468,Issy Colthard,24,F,4,Business Development,Black,2.3,TRUE
5469,Arty Muddiman,52,M,4,Human Resources,Black,1,TRUE
5470,Koo Rebichon,46,F,2,Marketing,Other,1.3,FALSE
5471,Sigmund Sinkinson,23,M,1,Services,Black,3,TRUE
5472,Biron Cardoe,53,M,4,Legal,White,1.7,TRUE
5473,Lethia Conlaund,55,F,2,Product Management,Other,3.3,TRUE
5474,Janot Copas,48,F,2,Business Development,Asian,1.7,TRUE
5475,Rebekah Divisek,57,F,3,Support,Latino,0,TRUE
5476,Margie Labusquiere,52,F,4,Sales,Black,2.7,TRUE
5477,Corly McLoughlin,56,F,1,Services,Black,1,FALSE
5478,Diannne Cramphorn,27,F,5,Support,Other,2,TRUE
5479,Jeno Tinsey,41,M,5,Business Development,Asian,1.3,FALSE
5480,Rhiamon Trelease,57,F,1,Marketing,White,2.3,FALSE
5481,Catie Borres,35,F,5,Human Resources,White,3.3,TRUE
5482,Vinita Olech,26,F,3,Marketing,Other,2,FALSE
5483,Barbaraanne Spier,41,F,2,Research and Development,Other,3.3,FALSE
5484,Reta Furminger,22,F,1,Support,Latino,0.7,TRUE
5485,Nikolas Scholig,24,M,5,Human Resources,White,0.7,FALSE
5486,Carlynne Beloe,49,F,5,Legal,White,2,FALSE
5487,Moselle Smiths,41,F,5,Sales,Latino,0,TRUE
5488,Lucia Lyste,33,F,3,Training,Latino,2.7,TRUE
5489,Elisabetta Strettle,42,F,1,Human Resources,Latino,2,FALSE
5490,Valera Bagworth,40,F,4,Research and Development,Latino,1.7,FALSE
5491,Reginauld Hrus,43,M,3,Support,Black,0.7,TRUE
5492,Ezra Benner,41,M,5,Sales,Black,1.3,TRUE
5493,Kaine McTrustram,43,M,3,Support,Black,2,TRUE
5494,Kingsley Van der Hoeven,53,M,5,Accounting,White,0.7,FALSE
5495,Winifield McCrone,33,M,1,Research and Development,Latino,3,FALSE
5496,Dorthea Gimbrett,26,F,2,Legal,Latino,0.7,TRUE
5497,Jasun Strathe,50,M,3,Marketing,White,3.7,TRUE
5498,Mickey Bankes,52,M,2,Business Development,Asian,4,TRUE
5499,Inesita Axelbey,37,F,2,Engineering,White,2.3,FALSE
5500,Thelma Escala,52,F,5,Accounting,White,1,FALSE
5501,Crosby Dominiak,57,M,2,Legal,Other,1,FALSE
5502,Orazio Kedge,58,M,3,Support,Latino,3.3,TRUE
5503,Kathi Tohill,59,F,3,Services,Other,4,TRUE
5504,Nealy Miskin,22,M,2,Accounting,Asian,2.7,FALSE
5505,Roderigo Thompstone,41,M,4,Services,White,1.3,TRUE
5506,Tannie Woehler,28,M,4,Business Development,White,2,FALSE
5507,Ruthie Gadson,51,F,4,Legal,Latino,2.7,FALSE
5508,Noreen Iacovo,33,F,4,Support,Other,0.7,TRUE
5509,Karney Adelsberg,56,M,1,Business Development,Asian,2.7,TRUE
5510,Jard Garwell,33,M,5,Services,Asian,2.7,FALSE
5511,Sandy Leadbetter,29,F,3,Human Resources,White,4,FALSE
5512,Conrado Bygraves,22,M,2,Legal,White,1.3,FALSE
5513,Berton Matthensen,46,M,4,Human Resources,Other,3.3,FALSE
5514,Hana MacLure,22,F,4,Sales,White,2,TRUE
5515,Sybil Mottershead,34,F,4,Sales,Black,2.3,TRUE
5516,Gunilla Petlyura,49,F,3,Marketing,Black,1.3,FALSE
5517,Cymbre Campanelli,33,F,4,Product Management,Other,2,FALSE
5518,Verina Cullingworth,50,F,1,Training,White,1.3,FALSE
5519,Teador Tocque,28,M,2,Human Resources,Other,2.7,FALSE
5520,Bert Huddleston,25,F,5,Training,Other,1.3,FALSE
5521,Dunstan Vidgen,37,M,3,Marketing,White,3.7,FALSE
5522,Denyse Doyland,41,F,5,Services,Other,1.7,FALSE
5523,Baxter Heisman,44,M,4,Marketing,Latino,3.7,TRUE
5524,Clio Deane,31,F,5,Human Resources,Black,1.7,FALSE
5525,Michelle Di Gregorio,59,F,3,Human Resources,Other,0,TRUE
5526,Finn Raleston,60,M,1,Research and Development,Latino,2.7,FALSE
5527,Chick Morriarty,40,M,2,Support,Latino,1,TRUE
5528,Ida Digges,40,F,5,Accounting,White,1.7,TRUE
5529,Francoise Gerleit,48,F,1,Engineering,Other,2.7,FALSE
5530,Penny Matuszak,54,F,3,Human Resources,White,2,FALSE
5531,Nickolai Leggon,49,M,3,Legal,Other,2.7,FALSE
5532,Jacenta Yeend,30,F,1,Support,Latino,0,TRUE
5533,Darn Hibling,56,M,3,Product Management,Latino,3.3,TRUE
5534,Revkah Messruther,42,F,2,Marketing,White,2.3,TRUE
5535,Daria Bodd,53,F,1,Accounting,White,4,TRUE
5536,Annabal Bolton,51,F,4,Human Resources,Asian,4,TRUE
5537,Kariotta Gieraths,48,F,4,Human Resources,Latino,3,FALSE
5538,Morissa Philson,60,F,5,Business Development,Latino,3.7,TRUE
5539,Consuelo Tours,39,F,4,Services,Black,2.3,FALSE
5540,Margaretta Tedman,39,F,2,Sales,White,3.3,TRUE
5541,Curcio Longley,40,M,4,Legal,Black,1,TRUE
5542,Beatrisa Sprackling,42,F,2,Training,Black,3.7,TRUE
5543,Rand Plester,29,M,4,Human Resources,Asian,1,TRUE
5544,Adriano Grahl,21,M,4,Accounting,Latino,3.3,TRUE
5545,Billi Fanshaw,28,F,2,Training,Black,3.7,FALSE
5546,Kelcey Gamage,56,F,4,Accounting,Latino,1.7,FALSE
5547,Reg Bocking,54,M,1,Marketing,Latino,2,FALSE
5548,Rozanne De Hooch,24,F,5,Marketing,Black,1.7,TRUE
5549,Constanta Millan,46,F,3,Business Development,White,1,FALSE
5550,Kitty Fagan,23,F,4,Human Resources,Asian,3,FALSE
5551,Saraann Hendrickson,28,F,2,Product Management,Latino,3.7,TRUE
5552,Jule Winkell,23,M,5,Training,Black,2,FALSE
5553,Norman Sturzaker,22,M,1,Accounting,Other,2.3,TRUE
5554,Leontine Giovannilli,22,F,5,Research and Development,Asian,2.7,TRUE
5555,Lexis Winstanley,39,F,4,Human Resources,Latino,2.3,FALSE
5556,Charissa Tirkin,30,F,3,Product Management,Black,0.7,TRUE
5557,Shayne Flintoffe,26,F,5,Business Development,Other,3,TRUE
5558,Link Giacometti,56,M,3,Business Development,Other,1.7,TRUE
5559,Jackie Edmund,59,F,4,Sales,Latino,3,FALSE
5560,Alec Bhar,30,M,4,Legal,Black,3.3,FALSE
5561,Helaina Nickoles,21,F,3,Engineering,Black,1,TRUE
5562,Guendolen McCallister,27,F,5,Marketing,Black,0,TRUE
5563,Mel Carsey,49,M,3,Services,Black,1,FALSE
5564,Helaina Kleinschmidt,52,F,3,Business Development,Latino,0.7,TRUE
5565,De witt Heersma,46,M,5,Research and Development,Other,3.3,FALSE
5566,Moritz Crittal,27,M,2,Services,Asian,0.7,TRUE
5567,Cory Bugdall,39,F,2,Engineering,Asian,1.3,FALSE
5568,Aldous Beggio,49,M,4,Legal,Other,3.7,FALSE
5569,Merill Tirrey,52,M,2,Services,White,3.3,TRUE
5570,Sauncho Blowfield,46,M,5,Marketing,Asian,1,FALSE
5571,Faunie Fausset,39,F,1,Marketing,Asian,4,TRUE
5572,Stirling Tesdale,25,M,1,Legal,Asian,0.7,TRUE
5573,Kylie Radnage,34,F,5,Legal,Black,0,FALSE
5574,Granger Braunston,21,M,4,Marketing,White,0.7,TRUE
5575,Fitzgerald Curwen,42,M,2,Engineering,Asian,1.3,FALSE
5576,Emmeline Priden,47,F,4,Training,Other,1.7,FALSE
5577,Rey Hart,54,M,1,Services,Other,3,FALSE
5578,Aube Sayles,46,M,1,Support,Other,3.7,TRUE
5579,Giacobo Lidgley,44,M,2,Product Management,Black,2.7,FALSE
5580,Alphard Pellington,47,M,1,Training,Asian,1.3,TRUE
5581,Clair Binch,21,F,4,Support,Asian,3.7,TRUE
5582,Sky Meldon,52,M,3,Training,Latino,1.7,FALSE
5583,Fanni Watton,28,F,2,Sales,Black,2.7,TRUE
5584,Fraser Gaul,50,M,4,Sales,Asian,0.7,TRUE
5585,Bear Gibbe,22,M,5,Research and Development,White,0,TRUE
5586,Sayre Goulter,60,M,1,Support,Asian,4,TRUE
5587,York Ince,60,M,3,Product Management,Latino,2,FALSE
5588,Hubert Wagon,33,M,3,Human Resources,Latino,2.3,TRUE
5589,Almire Odhams,46,F,3,Training,Other,1.3,FALSE
5590,Antonius Proudlock,57,M,1,Engineering,Asian,1.7,FALSE
5591,Brear Ferrara,44,F,1,Support,Latino,1,FALSE
5592,Georges Hounihan,45,M,2,Support,Black,0.7,FALSE
5593,Sunshine Bruckner,48,F,2,Product Management,Black,2.3,FALSE
5594,Merell Brunskill,38,M,2,Training,Black,3.7,TRUE
5595,Sara Redwood,31,F,5,Sales,Asian,1.7,FALSE
5596,Netta Beetlestone,29,F,4,Engineering,Other,3.7,TRUE
5597,Johnny Celle,31,M,1,Support,White,2,TRUE
5598,Ashli Skeath,40,F,1,Engineering,Latino,1.3,TRUE
5599,Arielle Caudle,52,F,5,Accounting,Latino,2.7,FALSE
5600,Anne-marie Redmain,30,F,2,Support,Other,1,TRUE
5601,Mitchell Midlane,29,M,4,Human Resources,White,1.7,FALSE
5602,Bartholomew Lars,57,M,1,Support,Latino,1,FALSE
5603,Ravi Ferryn,48,M,4,Services,Latino,0.7,TRUE
5604,Arvin Flintiff,52,M,3,Sales,Black,1,TRUE
5605,Bertram Isoldi,58,M,3,Research and Development,Black,0,TRUE
5606,Wakefield Crosoer,27,M,1,Business Development,White,2.7,TRUE
5607,Jarid Pleasance,45,M,2,Support,Black,1,TRUE
5608,Athene Ferns,44,F,5,Business Development,Other,3,FALSE
5609,Vinnie Gibbe,47,M,2,Research and Development,Other,1.3,TRUE
5610,Sibelle Slyme,30,F,3,Product Management,Black,2,TRUE
5611,Alisha Klagge,47,F,2,Engineering,Other,3.7,FALSE
5612,Waring Monkman,48,M,4,Marketing,White,3,FALSE
5613,Morgen Bowerman,47,F,5,Support,White,3,TRUE
5614,Toinette Symmers,38,F,2,Sales,White,1.3,TRUE
5615,Jaymie Boakes,43,M,3,Engineering,White,4,TRUE
5616,Jamal Murby,23,M,4,Engineering,Black,3.7,FALSE
5617,Moyra Northridge,56,F,2,Training,Black,0,FALSE
5618,Ray Meaker,25,M,5,Marketing,White,2.3,TRUE
5619,Sheridan Norridge,45,M,1,Services,Black,1.3,TRUE
5620,Patrica Fayter,31,F,5,Services,Other,3,TRUE
5621,Jandy Norvill,44,F,2,Marketing,Latino,2.7,TRUE
5622,Brand Bambridge,41,M,1,Engineering,Latino,2.3,FALSE
5623,Granger Fehner,46,M,4,Human Resources,Other,3.7,TRUE
5624,Rosabelle Purle,57,F,3,Training,Other,2,TRUE
5625,Ignazio Noell,49,M,1,Business Development,White,1.7,FALSE
5626,Kacy Albisser,42,F,5,Training,Black,2.7,FALSE
5627,Lizette Anfosso,54,F,2,Accounting,Other,2,FALSE
5628,Trudie Haffner,30,F,2,Sales,Latino,3,FALSE
5629,Missy McNern,60,F,3,Human Resources,Black,4,FALSE
5630,Boote Galliard,52,M,2,Research and Development,Latino,1,TRUE
5631,Ricki Hurler,44,M,2,Engineering,Other,1.7,FALSE
5632,Brendan Drinkale,44,M,4,Research and Development,Latino,1.7,TRUE
5633,Carmine Clue,47,M,3,Support,White,4,FALSE
5634,Gennifer Vedyaev,48,F,1,Services,White,0,TRUE
5635,Gallagher Gentric,47,M,3,Support,Other,1.7,TRUE
5636,Edsel Sreenan,37,M,1,Marketing,Other,1.7,TRUE
5637,Jada Mahody,48,F,1,Training,Black,1.3,FALSE
5638,Chet Hann,48,M,2,Sales,Other,2.3,TRUE
5639,Shea Jahner,21,F,4,Business Development,Black,2.7,TRUE
5640,Kaile Klemenz,40,F,1,Business Development,Other,0,TRUE
5641,Olivero Nurden,33,M,4,Accounting,Latino,3.7,FALSE
5642,Curran Viel,51,M,2,Legal,Black,2.7,TRUE
5643,Luis Bernardin,54,M,5,Sales,Black,0,FALSE
5644,Chan Sharratt,39,M,1,Services,Asian,2,TRUE
5645,Nalani Plum,51,F,5,Marketing,Black,2,FALSE
5646,Noby Gayton,47,M,2,Accounting,Black,2,FALSE
5647,Berk McAsgill,29,M,5,Sales,Latino,1.7,TRUE
5648,Weber Fireman,37,M,5,Human Resources,Latino,3,TRUE
5649,Lainey Rohlf,26,F,4,Business Development,Latino,4,FALSE
5650,Car Knoton,48,M,1,Product Management,Other,1.3,TRUE
5651,Julian Gregg,42,M,5,Business Development,Black,1.3,TRUE
5652,Fonzie Concannon,55,M,5,Human Resources,White,3,FALSE
5653,Devland Hagyard,36,M,5,Accounting,Black,1.3,TRUE
5654,Shena Oppie,29,F,2,Accounting,Black,4,TRUE
5655,Sargent Mabone,27,M,3,Accounting,Latino,4,FALSE
5656,Pollyanna Crutcher,34,F,2,Engineering,Latino,4,FALSE
5657,Bel Chung,39,F,3,Training,Latino,2.7,FALSE
5658,Ferdinanda Begwell,60,F,3,Services,Latino,4,FALSE
5659,Mag Ginity,41,F,1,Business Development,Black,2,TRUE
5660,Clementia Sweeny,56,F,1,Research and Development,Latino,3,TRUE
5661,Jillayne Jolley,45,F,5,Product Management,Other,3.3,TRUE
5662,Gabriella Banister,43,F,3,Human Resources,Latino,0.7,FALSE
5663,Tobie Southcombe,49,M,5,Services,Latino,1,FALSE
5664,Leonelle Pinder,33,F,5,Human Resources,Other,1.3,FALSE
5665,Nikki Kirimaa,23,F,4,Product Management,Asian,3.3,TRUE
5666,Torry Goggin,31,M,4,Engineering,Latino,0.7,TRUE
5667,Andria Camings,50,F,5,Services,Latino,3.3,TRUE
5668,Bald Oakhill,57,M,4,Services,Other,1.7,FALSE
5669,Carilyn McNee,50,F,3,Training,Black,2.3,TRUE
5670,Nilson Abercromby,47,M,3,Services,Latino,3,TRUE
5671,Donaugh Clyma,27,M,5,Engineering,Asian,3.3,FALSE
5672,Elizabet McGauhy,52,F,5,Human Resources,Other,1.7,FALSE
5673,Catrina Moroney,28,F,1,Business Development,Other,4,TRUE
5674,Dorey Spoors,55,F,1,Product Management,Black,3.7,TRUE
5675,Kristo Coupar,23,M,3,Research and Development,Asian,1,TRUE
5676,Hestia Wolverson,30,F,5,Training,Other,3.7,TRUE
5677,Vincenty Rosell,37,M,3,Research and Development,Black,0,FALSE
5678,Amby Wiszniewski,34,M,5,Services,White,0.7,TRUE
5679,Sunny Charrett,57,M,3,Training,White,0,TRUE
5680,Gerti Ainscow,54,F,2,Services,Asian,2,TRUE
5681,Tate Pimbley,49,M,5,Legal,Latino,2,FALSE
5682,Clo Grzelewski,52,F,3,Support,Black,2.3,FALSE
5683,Waverley Tuiller,50,M,2,Business Development,Other,3.3,FALSE
5684,Asa De Angelis,55,M,2,Sales,Latino,4,FALSE
5685,Gorden Dewey,54,M,5,Training,White,2.3,TRUE
5686,Lacey Dilleston,31,F,3,Research and Development,Asian,1.3,TRUE
5687,Eward Picot,24,M,2,Human Resources,White,3,TRUE
5688,Julia De la Harpe,35,F,2,Support,Other,0.7,TRUE
5689,Kimble Pringuer,27,M,1,Accounting,Black,1,FALSE
5690,Humberto Sibray,60,M,2,Support,Latino,3,TRUE
5691,Cristie Aime,50,F,5,Business Development,Other,0,FALSE
5692,Derrek Brinded,25,M,1,Services,White,2.3,FALSE
5693,Celestyna Walaron,37,F,2,Sales,Black,3.3,TRUE
5694,Karlyn O'Scanlan,35,F,1,Business Development,Other,0.7,FALSE
5695,Gonzalo Grigolli,55,M,1,Support,Black,2,FALSE
5696,Bartholomeo Heffron,43,M,3,Training,White,2.3,FALSE
5697,Ronalda Mulqueeny,34,F,4,Support,Latino,2.3,FALSE
5698,Orelia Roumier,21,F,3,Support,Black,3.3,FALSE
5699,Nyssa Avery,59,F,1,Services,Latino,4,FALSE
5700,Leslie Gowdy,53,M,2,Marketing,Other,4,TRUE
5701,Carolina Smiths,33,F,2,Training,Asian,1.3,FALSE
5702,Laurie McGarahan,58,F,2,Accounting,Other,1.7,TRUE
5703,Shandra Divis,46,F,5,Accounting,Latino,3,TRUE
5704,Margarete Burgoine,45,F,5,Human Resources,Latino,3,FALSE
5705,Kleon Dowdam,54,M,2,Legal,Asian,3.3,FALSE
5706,Panchito Jeaves,46,M,3,Support,White,2.3,FALSE
5707,Vilma Windows,22,F,5,Engineering,Black,1.3,TRUE
5708,Malchy Yosifov,41,M,3,Sales,Latino,1,FALSE
5709,Issy Linfoot,21,F,1,Business Development,Other,2,FALSE
5710,Burlie Gerin,45,M,1,Sales,Asian,4,FALSE
5711,Kean Whewill,38,M,4,Services,Other,4,FALSE
5712,Gerri Espinal,35,M,2,Business Development,Black,2.7,TRUE
5713,Peter Tilsley,51,M,5,Services,Asian,3.7,FALSE
5714,Daphna Philippet,47,F,4,Sales,White,0,FALSE
5715,Theresina Saenz,21,F,2,Legal,White,1.7,FALSE
5716,Meredeth Westmacott,60,M,5,Accounting,Black,1.3,FALSE
5717,Gallagher McRitchie,23,M,4,Training,Latino,3.3,TRUE
5718,Rudiger Rambaut,54,M,1,Product Management,Black,4,TRUE
5719,Sunny Grennan,31,F,4,Accounting,Black,3,TRUE
5720,Jennica Kinig,58,F,4,Services,Other,1,TRUE
5721,Marlo Lody,42,F,2,Legal,White,3.7,TRUE
5722,Edd Spinage,46,M,5,Engineering,Other,2.7,TRUE
5723,Chen Sweet,30,M,5,Services,Latino,0.7,FALSE
5724,Luis Ducham,46,M,5,Support,Black,1.7,FALSE
5725,Heywood Probey,34,M,5,Legal,Latino,1,TRUE
5726,Brit MacAndreis,46,M,5,Support,White,0,FALSE
5727,Harrison Roderigo,40,M,1,Product Management,White,3.3,TRUE
5728,Pammie Warboys,53,F,5,Legal,Other,3,TRUE
5729,Deane Prangnell,21,M,5,Training,White,3.3,TRUE
5730,Kean Winchester,24,M,3,Services,Asian,0,TRUE
5731,Gregorius Sweetenham,22,M,5,Marketing,White,0.7,TRUE
5732,Trude Rottenbury,36,F,2,Accounting,Other,3.3,TRUE
5733,Elaine Jerok,24,F,4,Accounting,White,0.7,FALSE
5734,Ogdan Roder,51,M,3,Human Resources,White,1.3,FALSE
5735,Alvinia Palatino,41,F,2,Engineering,Asian,0,FALSE
5736,Ashil Petticrew,59,F,3,Support,Other,2,TRUE
5737,Lilias Lynnitt,57,F,4,Engineering,Other,1,TRUE
5738,Bar Trotton,31,M,3,Business Development,Other,3,FALSE
5739,Valencia Petraitis,55,F,3,Support,Other,1.7,FALSE
5740,Bron Pimblotte,24,M,4,Legal,Other,4,TRUE
5741,Raphaela Lightbody,35,F,4,Training,Asian,1.7,FALSE
5742,Brianna Cawthery,47,F,5,Human Resources,White,2,TRUE
5743,Lelia Siemantel,43,F,4,Product Management,Black,2.3,FALSE
5744,Jase Wellings,22,M,5,Services,Other,4,FALSE
5745,Welbie Reaney,36,M,5,Legal,Latino,0,FALSE
5746,Thorin Redfield,50,M,2,Marketing,White,1,TRUE
5747,Phillipp Collier,28,M,5,Business Development,Asian,1.7,FALSE
5748,Phil Quibell,21,M,5,Product Management,Other,4,FALSE
5749,Wayne Edland,33,M,4,Engineering,Latino,2.7,TRUE
5750,Renie Parram,57,F,4,Human Resources,White,1.7,TRUE
5751,Gualterio Eunson,36,M,5,Human Resources,Black,3,TRUE
5752,Barthel Edworthie,55,M,2,Sales,Other,3.3,FALSE
5753,Hermie Bassill,26,M,3,Human Resources,Asian,0.7,TRUE
5754,Jimmy Spiers,59,M,5,Accounting,Black,3.3,FALSE
5755,Ibrahim Chasemore,54,M,1,Training,Asian,1.7,TRUE
5756,Baldwin Dowman,50,M,5,Legal,Latino,2,TRUE
5757,Wenonah Chesshire,49,F,2,Legal,Latino,2.7,TRUE
5758,Pierson Piotr,46,M,3,Business Development,Asian,4,FALSE
5759,Sauncho Pidgeon,26,M,5,Marketing,Asian,2,TRUE
5760,Fabe Greest,34,M,2,Business Development,Black,1.3,TRUE
5761,Ashlin Sodory,28,M,4,Training,Asian,3.7,TRUE
5762,Jake Stairmand,33,M,1,Business Development,Black,4,FALSE
5763,Ash Flintoft,46,M,4,Sales,Latino,0,TRUE
5764,Lana Chanson,37,F,3,Product Management,Asian,1,TRUE
5765,Ginelle Stienham,38,F,2,Support,White,1.3,TRUE
5766,Naomi Sutcliffe,36,F,5,Sales,Black,2.3,TRUE
5767,Abigail Labb,23,F,2,Legal,White,3.7,FALSE
5768,Horten Found,35,M,3,Sales,White,2.7,TRUE
5769,Dov Brikner,31,M,1,Services,Latino,1,FALSE
5770,Karilynn Dugan,28,F,2,Marketing,White,2.3,TRUE
5771,Louie Hernik,44,M,2,Support,Other,2,TRUE
5772,Thurstan Norris,27,M,3,Accounting,Asian,2.7,FALSE
5773,Venita Reuben,52,F,3,Accounting,Latino,2.3,FALSE
5774,Kennedy Crystal,32,M,5,Product Management,Other,3,FALSE
5775,Meredeth Juorio,50,M,1,Product Management,White,3,TRUE
5776,Lurline Ernshaw,30,F,4,Legal,Asian,3.3,TRUE
5777,Ediva Schoffler,49,F,2,Engineering,Asian,1,FALSE
5778,Brand Bresman,54,M,4,Human Resources,Latino,0.7,TRUE
5779,Richart Hengoed,39,M,1,Human Resources,Other,2,TRUE
5780,Lilla Lush,33,F,3,Sales,Other,1.7,FALSE
5781,Arel Mebius,36,M,2,Sales,Asian,3.7,TRUE
5782,Brandtr Schenkel,59,M,5,Product Management,White,0.7,FALSE
5783,Gavin Meldrum,46,M,4,Legal,Black,1.3,TRUE
5784,Marthe Ruggier,56,F,5,Sales,Other,4,TRUE
5785,Genny Ogers,21,F,4,Product Management,White,1.7,TRUE
5786,Fran Boribal,43,M,1,Marketing,White,1.3,TRUE
5787,Jeramie Abramson,27,M,2,Support,Asian,1,TRUE
5788,Tracie Mellodey,33,M,2,Sales,Latino,0.7,TRUE
5789,Germain Clewes,58,M,4,Human Resources,Other,0.7,TRUE
5790,Savina Brice,40,F,4,Accounting,White,2.7,TRUE
5791,Royce Kurt,33,M,1,Accounting,Other,1.7,TRUE
5792,Genvieve Mote,34,F,4,Services,Black,3,FALSE
5793,Oralee Lerhinan,41,F,4,Engineering,Latino,2.3,TRUE
5794,Ford Addinall,35,M,2,Research and Development,Asian,2.3,FALSE
5795,Alia Leicester,32,F,3,Research and Development,Asian,2,FALSE
5796,Milicent Mathy,25,F,4,Research and Development,Asian,1,TRUE
5797,Glenn Simka,22,M,2,Business Development,Other,3,TRUE
5798,Donny Carrick,52,M,5,Product Management,Asian,3,FALSE
5799,Griswold Cours,57,M,4,Engineering,Black,0,FALSE
5800,Gay Crummey,36,M,5,Accounting,Asian,2.3,TRUE
5801,Alessandra Izachik,49,F,2,Sales,Asian,3.3,FALSE
5802,Pren Tozer,33,M,4,Training,Black,1.7,TRUE
5803,Ossie Stollmeier,52,M,3,Training,Black,1.7,TRUE
5804,Finlay Kop,45,M,1,Training,Latino,2.7,FALSE
5805,Daron Hallworth,54,M,5,Engineering,Asian,1.7,FALSE
5806,Misty Quittonden,31,F,4,Sales,Asian,0,FALSE
5807,Winonah Wadley,31,F,1,Marketing,Other,2.3,FALSE
5808,Zachariah Edgeler,47,M,2,Services,White,3.3,TRUE
5809,Laural Clericoates,21,F,5,Research and Development,Black,1,FALSE
5810,Nikolos Canelas,45,M,5,Product Management,Asian,1,TRUE
5811,Carole Llopis,52,F,2,Human Resources,White,3.7,TRUE
5812,Barclay Peche,41,M,3,Legal,Asian,2.3,TRUE
5813,Terza Taleworth,44,F,3,Legal,Other,4,FALSE
5814,Hernando Kiss,49,M,5,Legal,White,0.7,FALSE
5815,Gerick Jone,31,M,4,Sales,Black,1.7,FALSE
5816,Demetris Grisdale,58,M,5,Accounting,Latino,3,FALSE
5817,Fernanda Sygroves,45,F,3,Services,Latino,3.3,TRUE
5818,Oralee Wozencroft,31,F,3,Product Management,Latino,3.7,TRUE
5819,Goober Ravenhills,40,M,2,Sales,Asian,2.7,FALSE
5820,Thedrick Feary,25,M,4,Legal,White,2,FALSE
5821,Timothea MacGettigen,22,F,3,Engineering,White,1.3,FALSE
5822,Fremont Rickets,60,M,1,Services,Black,2,TRUE
5823,Dun Hambers,29,M,5,Training,Asian,0,FALSE
5824,Alvina Angliss,39,F,1,Research and Development,Latino,0,TRUE
5825,Laurie Martineau,44,F,2,Research and Development,White,2,FALSE
5826,Nisse Bance,22,F,4,Marketing,Latino,0,FALSE
5827,Humphrey Carrodus,21,M,4,Business Development,Asian,4,TRUE
5828,Annamaria Barrs,23,F,4,Services,Other,2,FALSE
5829,Janis Odby,38,F,3,Sales,Black,1.3,FALSE
5830,Margret Randales,49,F,2,Accounting,Black,0,FALSE
5831,Pepe Pirozzi,48,M,2,Research and Development,Latino,3.3,TRUE
5832,Jervis Pulhoster,24,M,3,Support,Latino,1.3,FALSE
5833,Kristian Devenny,41,M,2,Sales,Other,3.3,FALSE
5834,Agretha Wort,21,F,2,Support,Latino,1.7,FALSE
5835,Tisha Huske,37,F,3,Engineering,Other,2,TRUE
5836,Conrad Esler,26,M,3,Engineering,White,0,TRUE
5837,Lisette Eschalotte,28,F,1,Human Resources,Asian,2.7,TRUE
5838,Weber Eassom,23,M,3,Training,Asian,2.3,TRUE
5839,Ranna Froment,49,F,3,Human Resources,Black,2.3,FALSE
5840,Corbie Cullotey,50,M,1,Product Management,White,3.7,FALSE
5841,Loria Ducrow,60,F,5,Sales,Asian,2,TRUE
5842,Obediah Syne,52,M,5,Engineering,Latino,3,TRUE
5843,Rowan Plevin,43,M,4,Legal,Black,3,FALSE
5844,Garner Mortimer,47,M,4,Human Resources,Black,2.3,FALSE
5845,Aleksandr Seine,58,M,2,Support,White,3,FALSE
5846,Addie Sharnock,33,F,5,Engineering,Latino,1,FALSE
5847,Reinhold Hollier,58,M,5,Training,Black,3,TRUE
5848,Jasmin Mingame,59,F,3,Sales,White,1.3,FALSE
5849,Devlin Sylett,57,M,2,Human Resources,White,0.7,FALSE
5850,Roana Prose,60,F,4,Training,White,0.7,FALSE
5851,Laurence Petracchi,36,M,5,Training,Other,4,TRUE
5852,Carin Coton,54,F,3,Human Resources,Other,1.3,FALSE
5853,Darryl Roberson,43,M,1,Sales,Latino,4,TRUE
5854,Reuven Hillatt,52,M,4,Support,Black,1,TRUE
5855,Ashlan Folomin,26,F,2,Services,Asian,3.3,TRUE
5856,Wilhelmine Wedge,45,F,4,Support,Asian,1.7,TRUE
5857,Corrie Gudgion,49,M,4,Training,Other,3.7,TRUE
5858,Stanislas Clyburn,25,M,5,Services,Other,4,TRUE
5859,Carla Pareman,33,F,1,Legal,Other,1,FALSE
5860,Sianna Treslove,38,F,1,Human Resources,Asian,2,TRUE
5861,Willamina Larway,55,F,2,Research and Development,Other,3,TRUE
5862,Laurena Fippe,52,F,4,Services,Latino,2.7,TRUE
5863,Issie Brandenberg,56,F,1,Engineering,Other,3,TRUE
5864,Nalani Halpeine,54,F,2,Legal,Other,3.7,TRUE
5865,Beverly Antonat,36,F,4,Training,White,3,TRUE
5866,Iolanthe Maryin,22,F,2,Business Development,Black,2.7,TRUE
5867,Madison Volette,25,M,2,Support,Asian,2.3,FALSE
5868,Marylee McJerrow,53,F,2,Human Resources,Latino,3.7,TRUE
5869,Moshe Faulkener,39,M,2,Human Resources,White,0.7,FALSE
5870,Inez Rediers,23,F,2,Sales,White,3,TRUE
5871,Alwyn Reece,56,M,5,Marketing,Other,3,FALSE
5872,Kissee Morstatt,47,F,3,Support,Black,2.7,TRUE
5873,Inge Methven,48,F,5,Product Management,Black,0,FALSE
5874,Rogerio Hacaud,26,M,4,Engineering,Other,3,FALSE
5875,Jana Guerner,31,F,4,Sales,White,0.7,TRUE
